"TrustName.x","abx","fyear","usage_rate"
"trust_33","Penicillin g","2014-2015",14.0414998633787
"trust_34","Penicillin g","2014-2015",89.1028365353122
"trust_35","Penicillin g","2014-2015",32.6120571000502
"trust_36","Penicillin g","2014-2015",53.7134288810194
"trust_37","Penicillin g","2014-2015",61.0580378212035
"trust_38","Penicillin g","2014-2015",8.06801961734891
"trust_39","Penicillin g","2014-2015",91.688325162977
"trust_40","Penicillin g","2014-2015",37.546420074068
"trust_41","Penicillin g","2014-2015",26.8345635151491
"trust_42","Penicillin g","2014-2015",6.54876076150686
"trust_43","Penicillin g","2014-2015",10.5544549878687
"trust_44","Penicillin g","2014-2015",23.4492449089885
"trust_45","Penicillin g","2014-2015",12.2037017717957
"trust_46","Penicillin g","2014-2015",10.1276265922934
"trust_47","Penicillin g","2014-2015",19.718580855988
"trust_48","Penicillin g","2014-2015",16.708228411153
"trust_49","Penicillin g","2014-2015",41.3701297482476
"trust_50","Penicillin g","2014-2015",19.7810056386515
"trust_51","Penicillin g","2014-2015",3.40982258785516
"trust_52","Penicillin g","2014-2015",31.6294925753027
"trust_53","Penicillin g","2014-2015",25.7128288503736
"trust_54","Penicillin g","2014-2015",95.4892606474459
"trust_55","Penicillin g","2014-2015",22.8603943716735
"trust_56","Penicillin g","2014-2015",53.5297110443935
"trust_57","Penicillin g","2014-2015",84.0493246912956
"trust_58","Penicillin g","2014-2015",3.79469841718674
"trust_59","Penicillin g","2014-2015",51.6142416978255
"trust_60","Penicillin g","2014-2015",2.40990791935474
"trust_61","Penicillin g","2014-2015",28.394363145344
"trust_62","Penicillin g","2014-2015",18.6457850039005
"trust_63","Penicillin g","2014-2015",69.3295271601528
"trust_64","Penicillin g","2014-2015",93.5857333475724
"trust_65","Penicillin g","2014-2015",0.716277700848877
"trust_66","Penicillin g","2014-2015",95.2469406183809
"trust_67","Penicillin g","2014-2015",98.2459335355088
"trust_68","Penicillin g","2014-2015",17.1424852218479
"trust_69","Penicillin g","2014-2015",99.3368521332741
"trust_70","Penicillin g","2014-2015",79.1777041275054
"trust_71","Penicillin g","2014-2015",21.9899460440502
"trust_72","Penicillin g","2014-2015",89.0747237019241
"trust_73","Penicillin g","2014-2015",8.1586666405201
"trust_74","Penicillin g","2014-2015",12.4611259903759
"trust_75","Penicillin g","2014-2015",75.3852365538478
"trust_76","Penicillin g","2014-2015",3.44458753243089
"trust_77","Penicillin g","2014-2015",73.7872214289382
"trust_78","Penicillin g","2014-2015",15.9309262875468
"trust_79","Penicillin g","2014-2015",92.0732410391793
"trust_80","Penicillin g","2014-2015",23.4917884459719
"trust_81","Penicillin g","2014-2015",87.0360390981659
"trust_82","Penicillin g","2014-2015",30.9808479389176
"trust_83","Penicillin g","2014-2015",73.3559678075835
"trust_84","Penicillin g","2014-2015",97.1068052342162
"trust_85","Penicillin g","2014-2015",30.0848652375862
"trust_86","Penicillin g","2014-2015",50.0680093187839
"trust_87","Penicillin g","2014-2015",36.6289818193763
"trust_88","Penicillin g","2014-2015",56.0582801932469
"trust_89","Penicillin g","2014-2015",82.4041546788067
"trust_90","Penicillin g","2014-2015",45.6090449588373
"trust_91","Penicillin g","2014-2015",19.5257220882922
"trust_92","Penicillin g","2014-2015",20.5386919900775
"trust_93","Penicillin g","2014-2015",15.7324653118849
"trust_94","Penicillin g","2014-2015",16.0832253983244
"trust_95","Penicillin g","2014-2015",99.9690042342991
"trust_96","Penicillin g","2014-2015",93.2965909130871
"trust_97","Penicillin g","2014-2015",37.6843875972554
"trust_98","Penicillin g","2014-2015",38.1428930675611
"trust_99","Penicillin g","2014-2015",12.3320282204077
"trust_100","Penicillin g","2014-2015",64.7255258169025
"trust_1","Penicillin v","2014-2015",43.9655226888135
"trust_2","Penicillin v","2014-2015",11.0599976964295
"trust_3","Penicillin v","2014-2015",64.8781154770404
"trust_4","Penicillin v","2014-2015",80.0348141463473
"trust_5","Penicillin v","2014-2015",17.6627501379699
"trust_6","Penicillin v","2014-2015",30.1512844627723
"trust_7","Penicillin v","2014-2015",36.7269640788436
"trust_8","Penicillin v","2014-2015",59.1243844246492
"trust_9","Penicillin v","2014-2015",16.2317777285352
"trust_10","Penicillin v","2014-2015",44.701772253029
"trust_11","Penicillin v","2014-2015",75.1198507612571
"trust_12","Penicillin v","2014-2015",1.97573378682137
"trust_13","Penicillin v","2014-2015",42.9262437159196
"trust_14","Penicillin v","2014-2015",90.2754742652178
"trust_15","Penicillin v","2014-2015",29.842646443285
"trust_16","Penicillin v","2014-2015",84.8376823822036
"trust_17","Penicillin v","2014-2015",27.270885091275
"trust_18","Penicillin v","2014-2015",20.5656894017011
"trust_19","Penicillin v","2014-2015",78.6469932412729
"trust_20","Penicillin v","2014-2015",56.1713024741039
"trust_21","Penicillin v","2014-2015",59.0474516153336
"trust_22","Penicillin v","2014-2015",14.666871749796
"trust_23","Penicillin v","2014-2015",37.7046884736046
"trust_24","Penicillin v","2014-2015",79.8249537590891
"trust_25","Penicillin v","2014-2015",62.992851738818
"trust_26","Penicillin v","2014-2015",74.9054233077914
"trust_27","Penicillin v","2014-2015",10.7785955769941
"trust_28","Penicillin v","2014-2015",1.10961394384503
"trust_29","Penicillin v","2014-2015",40.8992114011198
"trust_30","Penicillin v","2014-2015",6.4395661232993
"trust_31","Penicillin v","2014-2015",86.1934472573921
"trust_32","Penicillin v","2014-2015",19.6320661343634
"trust_33","Penicillin v","2014-2015",77.0412377780303
"trust_34","Penicillin v","2014-2015",53.1933910679072
"trust_35","Penicillin v","2014-2015",57.5345897581428
"trust_36","Penicillin v","2014-2015",11.8297284701839
"trust_37","Penicillin v","2014-2015",43.5665678232908
"trust_38","Penicillin v","2014-2015",74.6384252794087
"trust_39","Penicillin v","2014-2015",75.2998910844326
"trust_40","Penicillin v","2014-2015",45.1167909428477
"trust_41","Penicillin v","2014-2015",52.1443243371323
"trust_42","Penicillin v","2014-2015",51.7405372578651
"trust_43","Penicillin v","2014-2015",42.6988100400195
"trust_44","Penicillin v","2014-2015",18.1161463260651
"trust_45","Penicillin v","2014-2015",94.8998452862725
"trust_46","Penicillin v","2014-2015",72.5719151552767
"trust_47","Penicillin v","2014-2015",88.8896740740165
"trust_48","Penicillin v","2014-2015",56.9485184503719
"trust_49","Penicillin v","2014-2015",74.2630682885647
"trust_50","Penicillin v","2014-2015",50.4602978937328
"trust_51","Penicillin v","2014-2015",30.6797628523782
"trust_52","Penicillin v","2014-2015",44.7377362055704
"trust_53","Penicillin v","2014-2015",4.57504910882562
"trust_54","Penicillin v","2014-2015",25.6834069499746
"trust_55","Penicillin v","2014-2015",8.21974405553192
"trust_56","Penicillin v","2014-2015",11.0812369734049
"trust_57","Penicillin v","2014-2015",96.7606120975688
"trust_58","Penicillin v","2014-2015",16.6683441959321
"trust_59","Penicillin v","2014-2015",44.172782311216
"trust_60","Penicillin v","2014-2015",1.42491657752544
"trust_61","Penicillin v","2014-2015",11.3079767208546
"trust_62","Penicillin v","2014-2015",64.7155208047479
"trust_63","Penicillin v","2014-2015",25.7393155246973
"trust_64","Penicillin v","2014-2015",78.6752676591277
"trust_65","Penicillin v","2014-2015",24.7392865596339
"trust_66","Penicillin v","2014-2015",13.0177793558687
"trust_67","Penicillin v","2014-2015",44.8432980105281
"trust_68","Penicillin v","2014-2015",75.2222266513854
"trust_69","Penicillin v","2014-2015",58.4145738743246
"trust_70","Penicillin v","2014-2015",21.0098639130592
"trust_71","Penicillin v","2014-2015",37.9344604443759
"trust_72","Penicillin v","2014-2015",37.7979212906212
"trust_73","Penicillin v","2014-2015",94.4332772865891
"trust_74","Penicillin v","2014-2015",32.4725189711899
"trust_75","Penicillin v","2014-2015",90.3781337896362
"trust_76","Penicillin v","2014-2015",0.433963979594409
"trust_77","Penicillin v","2014-2015",5.40955155156553
"trust_78","Penicillin v","2014-2015",68.098979908973
"trust_79","Penicillin v","2014-2015",45.9899665787816
"trust_80","Penicillin v","2014-2015",45.2283364254981
"trust_81","Penicillin v","2014-2015",83.6973933270201
"trust_82","Penicillin v","2014-2015",62.5413077883422
"trust_83","Penicillin v","2014-2015",18.4107132954523
"trust_84","Penicillin v","2014-2015",99.2574976989999
"trust_85","Penicillin v","2014-2015",23.145976383239
"trust_86","Penicillin v","2014-2015",55.9224847704172
"trust_87","Penicillin v","2014-2015",75.5458547268063
"trust_88","Penicillin v","2014-2015",97.9477500310168
"trust_89","Penicillin v","2014-2015",78.0374448746443
"trust_90","Penicillin v","2014-2015",66.7998479213566
"trust_91","Penicillin v","2014-2015",75.3839148208499
"trust_92","Penicillin v","2014-2015",81.3058230793104
"trust_93","Penicillin v","2014-2015",66.409702366218
"trust_94","Penicillin v","2014-2015",19.5772118866444
"trust_95","Penicillin v","2014-2015",97.7972299559042
"trust_96","Penicillin v","2014-2015",70.4213206656277
"trust_97","Penicillin v","2014-2015",17.3715524142608
"trust_98","Penicillin v","2014-2015",23.7554722465575
"trust_99","Penicillin v","2014-2015",13.3458291180432
"trust_100","Penicillin v","2014-2015",26.0174167342484
"trust_1","Piperacillin/tazobactam","2014-2015",16.2900429219007
"trust_2","Piperacillin/tazobactam","2014-2015",32.3418877087533
"trust_3","Piperacillin/tazobactam","2014-2015",71.5266801882535
"trust_4","Piperacillin/tazobactam","2014-2015",55.8826594846323
"trust_5","Piperacillin/tazobactam","2014-2015",19.4158483762294
"trust_6","Piperacillin/tazobactam","2014-2015",28.2182932831347
"trust_7","Piperacillin/tazobactam","2014-2015",48.9271603990346
"trust_8","Piperacillin/tazobactam","2014-2015",26.3345520710573
"trust_9","Piperacillin/tazobactam","2014-2015",69.9329596012831
"trust_10","Piperacillin/tazobactam","2014-2015",90.9701954340562
"trust_11","Piperacillin/tazobactam","2014-2015",62.8909572027624
"trust_12","Piperacillin/tazobactam","2014-2015",38.2591078523546
"trust_13","Piperacillin/tazobactam","2014-2015",30.633956193924
"trust_14","Piperacillin/tazobactam","2014-2015",8.25538772623986
"trust_15","Piperacillin/tazobactam","2014-2015",42.5498023396358
"trust_16","Piperacillin/tazobactam","2014-2015",11.0948455519974
"trust_17","Piperacillin/tazobactam","2014-2015",42.3789176391438
"trust_18","Piperacillin/tazobactam","2014-2015",12.0366809889674
"trust_19","Piperacillin/tazobactam","2014-2015",83.850493398495
"trust_20","Piperacillin/tazobactam","2014-2015",71.0906808963045
"trust_21","Piperacillin/tazobactam","2014-2015",2.21979371272027
"trust_22","Piperacillin/tazobactam","2014-2015",59.4242417952046
"trust_23","Piperacillin/tazobactam","2014-2015",99.775961600244
"trust_24","Piperacillin/tazobactam","2014-2015",10.2452890248969
"trust_25","Piperacillin/tazobactam","2014-2015",96.2762037524953
"trust_26","Piperacillin/tazobactam","2014-2015",34.9258639384061
"trust_27","Piperacillin/tazobactam","2014-2015",77.1172339795157
"trust_28","Piperacillin/tazobactam","2014-2015",47.3008496221155
"trust_29","Piperacillin/tazobactam","2014-2015",41.7337764054537
"trust_30","Piperacillin/tazobactam","2014-2015",81.7282156087458
"trust_31","Piperacillin/tazobactam","2014-2015",8.07097340002656
"trust_32","Piperacillin/tazobactam","2014-2015",96.9995988765731
"trust_33","Piperacillin/tazobactam","2014-2015",75.3738870611414
"trust_34","Piperacillin/tazobactam","2014-2015",82.3701054323465
"trust_35","Piperacillin/tazobactam","2014-2015",68.1181438732892
"trust_36","Piperacillin/tazobactam","2014-2015",20.1493987813592
"trust_37","Piperacillin/tazobactam","2014-2015",97.819034056738
"trust_38","Piperacillin/tazobactam","2014-2015",41.2712463410571
"trust_39","Piperacillin/tazobactam","2014-2015",47.5312480702996
"trust_40","Piperacillin/tazobactam","2014-2015",1.77104014437646
"trust_41","Piperacillin/tazobactam","2014-2015",36.8078022263944
"trust_42","Piperacillin/tazobactam","2014-2015",4.76769728120416
"trust_43","Piperacillin/tazobactam","2014-2015",45.8834520308301
"trust_44","Piperacillin/tazobactam","2014-2015",13.6110356310382
"trust_45","Piperacillin/tazobactam","2014-2015",48.1538695283234
"trust_46","Piperacillin/tazobactam","2014-2015",4.78944464121014
"trust_47","Piperacillin/tazobactam","2014-2015",23.2871385524049
"trust_48","Piperacillin/tazobactam","2014-2015",48.0260167503729
"trust_49","Piperacillin/tazobactam","2014-2015",59.8406987264752
"trust_50","Piperacillin/tazobactam","2014-2015",94.0537649439648
"trust_51","Piperacillin/tazobactam","2014-2015",51.6825336264446
"trust_52","Piperacillin/tazobactam","2014-2015",34.2876983107999
"trust_53","Piperacillin/tazobactam","2014-2015",13.3532784646377
"trust_54","Piperacillin/tazobactam","2014-2015",78.4073903225362
"trust_55","Piperacillin/tazobactam","2014-2015",66.034411964938
"trust_56","Piperacillin/tazobactam","2014-2015",77.0085721509531
"trust_57","Piperacillin/tazobactam","2014-2015",2.58844674099237
"trust_58","Piperacillin/tazobactam","2014-2015",85.0156634813175
"trust_59","Piperacillin/tazobactam","2014-2015",12.0310380589217
"trust_60","Piperacillin/tazobactam","2014-2015",12.8458230523393
"trust_61","Piperacillin/tazobactam","2014-2015",48.037917050533
"trust_62","Piperacillin/tazobactam","2014-2015",11.4041862543672
"trust_63","Piperacillin/tazobactam","2014-2015",50.1137665007263
"trust_64","Piperacillin/tazobactam","2014-2015",95.2412138460204
"trust_65","Piperacillin/tazobactam","2014-2015",88.7668723938987
"trust_66","Piperacillin/tazobactam","2014-2015",93.7750168610364
"trust_67","Piperacillin/tazobactam","2014-2015",88.5037622880191
"trust_68","Piperacillin/tazobactam","2014-2015",46.1389653850347
"trust_69","Piperacillin/tazobactam","2014-2015",90.7868061913177
"trust_70","Piperacillin/tazobactam","2014-2015",55.2813820308074
"trust_71","Piperacillin/tazobactam","2014-2015",72.3084085155278
"trust_72","Piperacillin/tazobactam","2014-2015",29.9360502278432
"trust_73","Piperacillin/tazobactam","2014-2015",66.9772908790037
"trust_74","Piperacillin/tazobactam","2014-2015",10.3065287927166
"trust_75","Piperacillin/tazobactam","2014-2015",6.72615063376725
"trust_76","Piperacillin/tazobactam","2014-2015",78.3846955280751
"trust_77","Piperacillin/tazobactam","2014-2015",8.48987544886768
"trust_78","Piperacillin/tazobactam","2014-2015",6.82859329972416
"trust_79","Piperacillin/tazobactam","2014-2015",5.14167863875628
"trust_80","Piperacillin/tazobactam","2014-2015",33.5616312688217
"trust_81","Piperacillin/tazobactam","2014-2015",37.4145112698898
"trust_82","Piperacillin/tazobactam","2014-2015",8.58388154301792
"trust_83","Piperacillin/tazobactam","2014-2015",37.3483269708231
"trust_84","Piperacillin/tazobactam","2014-2015",79.0672743692994
"trust_85","Piperacillin/tazobactam","2014-2015",67.7860802039504
"trust_86","Piperacillin/tazobactam","2014-2015",3.15713216550648
"trust_87","Piperacillin/tazobactam","2014-2015",62.7090877387673
"trust_88","Piperacillin/tazobactam","2014-2015",14.8227262310684
"trust_89","Piperacillin/tazobactam","2014-2015",83.7901627179235
"trust_90","Piperacillin/tazobactam","2014-2015",55.4931374965236
"trust_91","Piperacillin/tazobactam","2014-2015",92.5956564955413
"trust_92","Piperacillin/tazobactam","2014-2015",78.9574245689437
"trust_93","Piperacillin/tazobactam","2014-2015",63.5640108957887
"trust_94","Piperacillin/tazobactam","2014-2015",2.61363172903657
"trust_95","Piperacillin/tazobactam","2014-2015",62.5236036721617
"trust_96","Piperacillin/tazobactam","2014-2015",95.0504587730393
"trust_97","Piperacillin/tazobactam","2014-2015",65.8264584606513
"trust_98","Piperacillin/tazobactam","2014-2015",91.2451012758538
"trust_99","Piperacillin/tazobactam","2014-2015",13.1629399955273
"trust_100","Piperacillin/tazobactam","2014-2015",79.4750871602446
"trust_1","Pivmecillinam","2014-2015",1.76605063024908
"trust_2","Pivmecillinam","2014-2015",62.3834293568507
"trust_3","Pivmecillinam","2014-2015",68.6937670689076
"trust_4","Pivmecillinam","2014-2015",36.5112746832892
"trust_5","Pivmecillinam","2014-2015",73.8684949930757
"trust_6","Pivmecillinam","2014-2015",51.573385251686
"trust_7","Pivmecillinam","2014-2015",52.1602673223242
"trust_8","Pivmecillinam","2014-2015",29.7126390272751
"trust_9","Pivmecillinam","2014-2015",60.8695943374187
"trust_10","Pivmecillinam","2014-2015",43.7851229216903
"trust_11","Pivmecillinam","2014-2015",2.57656935136765
"trust_12","Pivmecillinam","2014-2015",89.5195515826344
"trust_13","Pivmecillinam","2014-2015",9.90598830394447
"trust_14","Pivmecillinam","2014-2015",30.9561353409663
"trust_15","Pivmecillinam","2014-2015",49.5013472158462
"trust_16","Pivmecillinam","2014-2015",24.5772898895666
"trust_17","Pivmecillinam","2014-2015",43.6850108904764
"trust_18","Pivmecillinam","2014-2015",75.2686456078663
"trust_19","Pivmecillinam","2014-2015",68.5872901696712
"trust_20","Pivmecillinam","2014-2015",7.79562955722213
"trust_21","Pivmecillinam","2014-2015",74.6393969282508
"trust_22","Pivmecillinam","2014-2015",50.4112970316783
"trust_23","Pivmecillinam","2014-2015",63.4618652751669
"trust_24","Pivmecillinam","2014-2015",79.595445189625
"trust_25","Pivmecillinam","2014-2015",53.4681420074776
"trust_26","Pivmecillinam","2014-2015",74.3450931506231
"trust_27","Pivmecillinam","2014-2015",97.325246129185
"trust_28","Pivmecillinam","2014-2015",55.1032674033195
"trust_29","Pivmecillinam","2014-2015",91.2321721436456
"trust_30","Pivmecillinam","2014-2015",58.2712525734678
"trust_31","Pivmecillinam","2014-2015",82.1295381290838
"trust_32","Pivmecillinam","2014-2015",59.1381357284263
"trust_33","Pivmecillinam","2014-2015",27.4056900758296
"trust_34","Pivmecillinam","2014-2015",61.1768046859652
"trust_35","Pivmecillinam","2014-2015",61.5205924259499
"trust_36","Pivmecillinam","2014-2015",70.4097101232037
"trust_37","Pivmecillinam","2014-2015",41.0616763401777
"trust_38","Pivmecillinam","2014-2015",25.8249993203208
"trust_39","Pivmecillinam","2014-2015",2.67325607128441
"trust_40","Pivmecillinam","2014-2015",0.682903872802854
"trust_41","Pivmecillinam","2014-2015",16.4087211480364
"trust_42","Pivmecillinam","2014-2015",8.96791324485093
"trust_43","Pivmecillinam","2014-2015",38.618978462182
"trust_44","Pivmecillinam","2014-2015",51.6747439978644
"trust_45","Pivmecillinam","2014-2015",63.1279005436227
"trust_46","Pivmecillinam","2014-2015",41.0793979885057
"trust_47","Pivmecillinam","2014-2015",67.5840603886172
"trust_48","Pivmecillinam","2014-2015",96.1774124763906
"trust_49","Pivmecillinam","2014-2015",12.3425086494535
"trust_50","Pivmecillinam","2014-2015",12.1754769934341
"trust_51","Pivmecillinam","2014-2015",41.2621367024258
"trust_52","Pivmecillinam","2014-2015",26.7265987116843
"trust_53","Pivmecillinam","2014-2015",51.9896697485819
"trust_54","Pivmecillinam","2014-2015",7.43229703512043
"trust_55","Pivmecillinam","2014-2015",42.4310524715111
"trust_56","Pivmecillinam","2014-2015",53.8381201215088
"trust_57","Pivmecillinam","2014-2015",44.4465417647734
"trust_58","Pivmecillinam","2014-2015",32.4628339381889
"trust_59","Pivmecillinam","2014-2015",87.0447957888246
"trust_60","Pivmecillinam","2014-2015",60.0024823099375
"trust_61","Pivmecillinam","2014-2015",94.3884059553966
"trust_62","Pivmecillinam","2014-2015",96.1372244171798
"trust_63","Pivmecillinam","2014-2015",30.0919797969982
"trust_64","Pivmecillinam","2014-2015",36.5477417595685
"trust_65","Pivmecillinam","2014-2015",17.8595048608258
"trust_66","Pivmecillinam","2014-2015",46.3754324009642
"trust_67","Pivmecillinam","2014-2015",78.6907871020958
"trust_68","Pivmecillinam","2014-2015",49.8654670780525
"trust_69","Pivmecillinam","2014-2015",31.4717824338004
"trust_70","Pivmecillinam","2014-2015",97.6917788619176
"trust_71","Pivmecillinam","2014-2015",34.510002238676
"trust_72","Pivmecillinam","2014-2015",25.1368732424453
"trust_73","Pivmecillinam","2014-2015",51.4961119508371
"trust_74","Pivmecillinam","2014-2015",83.8641080074012
"trust_75","Pivmecillinam","2014-2015",25.7092158077285
"trust_76","Pivmecillinam","2014-2015",70.6515881698579
"trust_77","Pivmecillinam","2014-2015",27.2802183171734
"trust_78","Pivmecillinam","2014-2015",60.995072661899
"trust_79","Pivmecillinam","2014-2015",59.4211807474494
"trust_80","Pivmecillinam","2014-2015",62.925424054265
"trust_81","Pivmecillinam","2014-2015",28.0876864679158
"trust_82","Pivmecillinam","2014-2015",95.4748647520319
"trust_83","Pivmecillinam","2014-2015",94.2521045915782
"trust_84","Pivmecillinam","2014-2015",95.4112172359601
"trust_85","Pivmecillinam","2014-2015",51.4432974858209
"trust_86","Pivmecillinam","2014-2015",81.7179111065343
"trust_87","Pivmecillinam","2014-2015",43.2886276626959
"trust_88","Pivmecillinam","2014-2015",1.21411043219268
"trust_89","Pivmecillinam","2014-2015",35.7631196966395
"trust_90","Pivmecillinam","2014-2015",64.1819420736283
"trust_91","Pivmecillinam","2014-2015",8.47079292871058
"trust_92","Pivmecillinam","2014-2015",64.6649070549756
"trust_93","Pivmecillinam","2014-2015",60.6522232061252
"trust_94","Pivmecillinam","2014-2015",66.5120896650478
"trust_95","Pivmecillinam","2014-2015",87.5683870865032
"trust_96","Pivmecillinam","2014-2015",50.421192846261
"trust_97","Pivmecillinam","2014-2015",24.3276587221771
"trust_98","Pivmecillinam","2014-2015",69.8107122676447
"trust_99","Pivmecillinam","2014-2015",16.3750936742872
"trust_100","Pivmecillinam","2014-2015",93.3853514725342
"trust_1","Sulfamethoxazole/trimethoprim","2014-2015",91.4140715030953
"trust_2","Sulfamethoxazole/trimethoprim","2014-2015",50.8476967224851
"trust_3","Sulfamethoxazole/trimethoprim","2014-2015",45.6011167960241
"trust_4","Sulfamethoxazole/trimethoprim","2014-2015",66.9556381180882
"trust_5","Sulfamethoxazole/trimethoprim","2014-2015",34.7385015804321
"trust_6","Sulfamethoxazole/trimethoprim","2014-2015",13.8606295455247
"trust_7","Sulfamethoxazole/trimethoprim","2014-2015",96.0950844921172
"trust_8","Sulfamethoxazole/trimethoprim","2014-2015",51.0761832352728
"trust_9","Sulfamethoxazole/trimethoprim","2014-2015",44.1940220072865
"trust_10","Sulfamethoxazole/trimethoprim","2014-2015",75.8163999998942
"trust_11","Sulfamethoxazole/trimethoprim","2014-2015",73.7244450487196
"trust_12","Sulfamethoxazole/trimethoprim","2014-2015",85.34264145419
"trust_13","Sulfamethoxazole/trimethoprim","2014-2015",89.5684164017439
"trust_14","Sulfamethoxazole/trimethoprim","2014-2015",42.6549159921706
"trust_15","Sulfamethoxazole/trimethoprim","2014-2015",51.5142502263188
"trust_16","Sulfamethoxazole/trimethoprim","2014-2015",49.1619513370097
"trust_17","Sulfamethoxazole/trimethoprim","2014-2015",66.3639407837763
"trust_18","Sulfamethoxazole/trimethoprim","2014-2015",1.65964821353555
"trust_19","Sulfamethoxazole/trimethoprim","2014-2015",62.6797799021006
"trust_20","Sulfamethoxazole/trimethoprim","2014-2015",89.9715649196878
"trust_21","Sulfamethoxazole/trimethoprim","2014-2015",66.8677184730768
"trust_22","Sulfamethoxazole/trimethoprim","2014-2015",78.3227407606319
"trust_23","Sulfamethoxazole/trimethoprim","2014-2015",72.933032666333
"trust_24","Sulfamethoxazole/trimethoprim","2014-2015",44.01842772495
"trust_25","Sulfamethoxazole/trimethoprim","2014-2015",22.8926467243582
"trust_26","Sulfamethoxazole/trimethoprim","2014-2015",71.5870301937684
"trust_27","Sulfamethoxazole/trimethoprim","2014-2015",99.3987749796361
"trust_28","Sulfamethoxazole/trimethoprim","2014-2015",62.5762814888731
"trust_29","Sulfamethoxazole/trimethoprim","2014-2015",54.3639263138175
"trust_30","Sulfamethoxazole/trimethoprim","2014-2015",56.1508253449574
"trust_31","Sulfamethoxazole/trimethoprim","2014-2015",77.7294009691104
"trust_32","Sulfamethoxazole/trimethoprim","2014-2015",96.4802245842293
"trust_33","Sulfamethoxazole/trimethoprim","2014-2015",44.9853446800262
"trust_34","Sulfamethoxazole/trimethoprim","2014-2015",10.2125765057281
"trust_35","Sulfamethoxazole/trimethoprim","2014-2015",7.83359678462148
"trust_36","Sulfamethoxazole/trimethoprim","2014-2015",20.6949858693406
"trust_37","Sulfamethoxazole/trimethoprim","2014-2015",81.6523697925732
"trust_38","Sulfamethoxazole/trimethoprim","2014-2015",66.6550546651706
"trust_39","Sulfamethoxazole/trimethoprim","2014-2015",41.3416811265051
"trust_40","Sulfamethoxazole/trimethoprim","2014-2015",53.7435919977725
"trust_41","Sulfamethoxazole/trimethoprim","2014-2015",99.9081747140735
"trust_42","Sulfamethoxazole/trimethoprim","2014-2015",25.717408536002
"trust_43","Sulfamethoxazole/trimethoprim","2014-2015",55.3044497501105
"trust_44","Sulfamethoxazole/trimethoprim","2014-2015",84.3433144269511
"trust_45","Sulfamethoxazole/trimethoprim","2014-2015",88.5226570768282
"trust_46","Sulfamethoxazole/trimethoprim","2014-2015",76.3110307510942
"trust_47","Sulfamethoxazole/trimethoprim","2014-2015",90.8225748455152
"trust_48","Sulfamethoxazole/trimethoprim","2014-2015",88.2688293699175
"trust_49","Sulfamethoxazole/trimethoprim","2014-2015",42.764097568579
"trust_50","Sulfamethoxazole/trimethoprim","2014-2015",16.2087413016707
"trust_51","Sulfamethoxazole/trimethoprim","2014-2015",38.5470028501004
"trust_52","Sulfamethoxazole/trimethoprim","2014-2015",2.71204116288573
"trust_53","Sulfamethoxazole/trimethoprim","2014-2015",74.1433220915496
"trust_54","Sulfamethoxazole/trimethoprim","2014-2015",49.6180204907432
"trust_55","Sulfamethoxazole/trimethoprim","2014-2015",3.44452287536114
"trust_56","Sulfamethoxazole/trimethoprim","2014-2015",36.3485525595024
"trust_57","Sulfamethoxazole/trimethoprim","2014-2015",49.2118018679321
"trust_58","Sulfamethoxazole/trimethoprim","2014-2015",2.38001237157732
"trust_59","Sulfamethoxazole/trimethoprim","2014-2015",50.0579327112064
"trust_60","Sulfamethoxazole/trimethoprim","2014-2015",16.4062305120751
"trust_61","Sulfamethoxazole/trimethoprim","2014-2015",69.4793924922124
"trust_62","Sulfamethoxazole/trimethoprim","2014-2015",44.1347053041682
"trust_63","Sulfamethoxazole/trimethoprim","2014-2015",84.0037008048967
"trust_64","Sulfamethoxazole/trimethoprim","2014-2015",2.08431910723448
"trust_65","Sulfamethoxazole/trimethoprim","2014-2015",91.2819952238351
"trust_66","Sulfamethoxazole/trimethoprim","2014-2015",2.14836723171175
"trust_67","Sulfamethoxazole/trimethoprim","2014-2015",63.6601106962189
"trust_68","Sulfamethoxazole/trimethoprim","2014-2015",81.6467406228185
"trust_69","Sulfamethoxazole/trimethoprim","2014-2015",8.49622550886124
"trust_70","Sulfamethoxazole/trimethoprim","2014-2015",11.4992505637929
"trust_71","Sulfamethoxazole/trimethoprim","2014-2015",66.0298163536936
"trust_72","Sulfamethoxazole/trimethoprim","2014-2015",19.0651485230774
"trust_73","Sulfamethoxazole/trimethoprim","2014-2015",52.1309145493433
"trust_74","Sulfamethoxazole/trimethoprim","2014-2015",63.4716314263642
"trust_75","Sulfamethoxazole/trimethoprim","2014-2015",11.8192719295621
"trust_76","Sulfamethoxazole/trimethoprim","2014-2015",9.04549574479461
"trust_77","Sulfamethoxazole/trimethoprim","2014-2015",79.0420615579933
"trust_78","Sulfamethoxazole/trimethoprim","2014-2015",20.8591213449836
"trust_79","Sulfamethoxazole/trimethoprim","2014-2015",79.4679106213152
"trust_80","Sulfamethoxazole/trimethoprim","2014-2015",79.371310188435
"trust_81","Sulfamethoxazole/trimethoprim","2014-2015",56.9004603661597
"trust_82","Sulfamethoxazole/trimethoprim","2014-2015",22.1824588254094
"trust_83","Sulfamethoxazole/trimethoprim","2014-2015",56.8427513819188
"trust_84","Sulfamethoxazole/trimethoprim","2014-2015",79.1803757892922
"trust_85","Sulfamethoxazole/trimethoprim","2014-2015",81.2845548382029
"trust_86","Sulfamethoxazole/trimethoprim","2014-2015",0.402815733104944
